Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR29398527,miRNA-Seq,13,373871711,PRJNA1123681,SAMN41818320,347524305,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",PD (Rasagiline Treatment),SRX24912394,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327044,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327044,Serum exosome,SRP513747,Serum exosome
SRR29398528,miRNA-Seq,13,351028045,PRJNA1123681,SAMN41818321,327246548,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912393,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327043,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327043,Serum exosome,SRP513747,Serum exosome
SRR29398529,miRNA-Seq,13,483443813,PRJNA1123681,SAMN41818322,454179041,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912392,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327042,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327042,Serum exosome,SRP513747,Serum exosome
SRR29398530,miRNA-Seq,12,3151066,PRJNA1123681,SAMN41818323,3006042,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912391,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327041,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:17:00Z,1,GSM8327041,Serum exosome,SRP513747,Serum exosome
SRR29398531,miRNA-Seq,15,897279939,PRJNA1123681,SAMN41818324,800426433,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD (Rasagiline Treatment),SRX24912390,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327040,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8327040,Serum exosome,SRP513747,Serum exosome
SRR29398532,miRNA-Seq,11,18072922,PRJNA1123681,SAMN41818325,17606227,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912389,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327039,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:17:00Z,1,GSM8327039,Serum exosome,SRP513747,Serum exosome
SRR29398533,miRNA-Seq,13,179319252,PRJNA1123681,SAMN41818326,167814158,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Rasagiline Treatment),SRX24912388,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327038,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327038,Serum exosome,SRP513747,Serum exosome
SRR29398534,miRNA-Seq,12,179100536,PRJNA1123681,SAMN41818327,170410949,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD (Rasagiline Treatment),SRX24912387,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327037,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327037,Serum exosome,SRP513747,Serum exosome
SRR29398535,miRNA-Seq,12,31186142,PRJNA1123681,SAMN41818328,30154676,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912386,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327036,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:17:00Z,1,GSM8327036,Serum exosome,SRP513747,Serum exosome
SRR29398536,miRNA-Seq,11,144501755,PRJNA1123681,SAMN41818329,139309079,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912385,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327035,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327035,Serum exosome,SRP513747,Serum exosome
SRR29398537,miRNA-Seq,19,418838014,PRJNA1123681,SAMN41818330,359108498,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912384,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327034,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8327034,Serum exosome,SRP513747,Serum exosome
SRR29398538,miRNA-Seq,15,198083561,PRJNA1123681,SAMN41818331,182131180,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD (Rasagiline Treatment),SRX24912383,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327033,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327033,Serum exosome,SRP513747,Serum exosome
SRR29398539,miRNA-Seq,11,116606380,PRJNA1123681,SAMN41818332,112388635,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912382,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327032,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327032,Serum exosome,SRP513747,Serum exosome
SRR29398540,miRNA-Seq,12,210261203,PRJNA1123681,SAMN41818333,198680264,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD (Rasagiline Treatment),SRX24912381,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327031,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327031,Serum exosome,SRP513747,Serum exosome
SRR29398541,miRNA-Seq,13,201546324,PRJNA1123681,SAMN41818334,189151755,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912380,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327030,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327030,Serum exosome,SRP513747,Serum exosome
SRR29398542,miRNA-Seq,12,242486447,PRJNA1123681,SAMN41818335,229749022,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",PD (Rasagiline Treatment),SRX24912379,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8327029,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8327029,Serum exosome,SRP513747,Serum exosome
SRR29398543,miRNA-Seq,17,733544648,PRJNA1123681,SAMN41818368,657955711,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Dropped out),SRX24912378,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326996,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326996,Serum exosome,SRP513747,Serum exosome
SRR29398544,miRNA-Seq,13,488626177,PRJNA1123681,SAMN41818369,460842515,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Dropped out),SRX24912377,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326995,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326995,Serum exosome,SRP513747,Serum exosome
SRR29398545,miRNA-Seq,17,484501693,PRJNA1123681,SAMN41818370,431518167,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912376,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326994,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326994,Serum exosome,SRP513747,Serum exosome
SRR29398546,miRNA-Seq,18,1013505956,PRJNA1123681,SAMN41818371,891961446,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Dropped out),SRX24912375,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326993,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326993,Serum exosome,SRP513747,Serum exosome
SRR29398547,miRNA-Seq,12,328753520,PRJNA1123681,SAMN41818372,315029728,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Dropped out),SRX24912374,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326992,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326992,Serum exosome,SRP513747,Serum exosome
SRR29398548,miRNA-Seq,13,374413078,PRJNA1123681,SAMN41818373,354978366,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912373,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326991,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326991,Serum exosome,SRP513747,Serum exosome
SRR29398549,miRNA-Seq,14,605860855,PRJNA1123681,SAMN41818374,569834778,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912372,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326990,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326990,Serum exosome,SRP513747,Serum exosome
SRR29398550,miRNA-Seq,16,770442626,PRJNA1123681,SAMN41818375,709611649,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Baseline),SRX24912371,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326989,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326989,Serum exosome,SRP513747,Serum exosome
SRR29398551,miRNA-Seq,12,397546720,PRJNA1123681,SAMN41818376,389016354,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912370,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326988,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326988,Serum exosome,SRP513747,Serum exosome
SRR29398552,miRNA-Seq,14,430558899,PRJNA1123681,SAMN41818377,404476622,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912369,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326987,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326987,Serum exosome,SRP513747,Serum exosome
SRR29398553,miRNA-Seq,13,230173523,PRJNA1123681,SAMN41818378,221275327,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912368,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326986,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326986,Serum exosome,SRP513747,Serum exosome
SRR29398554,miRNA-Seq,14,390529288,PRJNA1123681,SAMN41818379,366564501,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912367,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326985,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326985,Serum exosome,SRP513747,Serum exosome
SRR29398555,miRNA-Seq,15,602284569,PRJNA1123681,SAMN41818380,560412633,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912366,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326984,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326984,Serum exosome,SRP513747,Serum exosome
SRR29398556,miRNA-Seq,13,409635220,PRJNA1123681,SAMN41818381,388749470,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912365,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326983,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326983,Serum exosome,SRP513747,Serum exosome
SRR29398557,miRNA-Seq,13,481822925,PRJNA1123681,SAMN41818382,460544653,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",PD (Baseline),SRX24912364,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326982,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326982,Serum exosome,SRP513747,Serum exosome
SRR29398558,miRNA-Seq,14,506206389,PRJNA1123681,SAMN41818383,478421130,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912363,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326981,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326981,Serum exosome,SRP513747,Serum exosome
SRR29398559,miRNA-Seq,13,584078312,PRJNA1123681,SAMN41818384,554664916,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912362,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326980,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326980,Serum exosome,SRP513747,Serum exosome
SRR29398560,miRNA-Seq,16,615422381,PRJNA1123681,SAMN41818385,553153317,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912361,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326979,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:21:00Z,1,GSM8326979,Serum exosome,SRP513747,Serum exosome
SRR29398561,miRNA-Seq,14,569563949,PRJNA1123681,SAMN41818386,532688372,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",PD (Baseline),SRX24912360,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326978,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326978,Serum exosome,SRP513747,Serum exosome
SRR29398562,miRNA-Seq,18,1215220663,PRJNA1123681,SAMN41818387,1052913326,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912359,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326977,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:23:00Z,1,GSM8326977,Serum exosome,SRP513747,Serum exosome
SRR29398563,miRNA-Seq,14,461261629,PRJNA1123681,SAMN41818388,426612147,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912358,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326976,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326976,Serum exosome,SRP513747,Serum exosome
SRR29398564,miRNA-Seq,13,482191082,PRJNA1123681,SAMN41818389,451290926,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912357,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326975,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326975,Serum exosome,SRP513747,Serum exosome
SRR29398565,miRNA-Seq,12,388712413,PRJNA1123681,SAMN41818390,371997035,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",PD (Baseline),SRX24912356,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326974,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326974,Serum exosome,SRP513747,Serum exosome
SRR29398566,miRNA-Seq,13,540619934,PRJNA1123681,SAMN41818391,514731571,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",PD (Baseline),SRX24912355,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326973,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:20:00Z,1,GSM8326973,Serum exosome,SRP513747,Serum exosome
SRR29398567,miRNA-Seq,11,161257999,PRJNA1123681,SAMN41818392,157246385,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",PD (Baseline),SRX24912354,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326972,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8326972,Serum exosome,SRP513747,Serum exosome
SRR29398568,miRNA-Seq,14,248721236,PRJNA1123681,SAMN41818393,229771600,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912353,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326971,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8326971,Serum exosome,SRP513747,Serum exosome
SRR29398569,miRNA-Seq,17,584235101,PRJNA1123681,SAMN41818394,516956273,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",PD (Baseline),SRX24912352,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326970,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:19:00Z,1,GSM8326970,Serum exosome,SRP513747,Serum exosome
SRR29398570,miRNA-Seq,14,252180004,PRJNA1123681,SAMN41818395,238420281,Extracellular vesicles,"NOBUTAKA HATTORI, DEPARTMENT OF NEUROLOGY, JUNTENDO UNIVERSITY",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",PD (Baseline),SRX24912351,uncalculated,uncalculated,missing,Ion Torrent PGM,GSM8326969,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ION_TORRENT,2024-07-26T00:00:00Z,2024-06-13T14:18:00Z,1,GSM8326969,Serum exosome,SRP513747,Serum exosome
